1,0,0
2,1,1
3,0,1
4,3,4
5,0,4
6,0,4
7,0,4
8,0,4
9,0,4
10,41,45
11,0,45
12,0,45
13,0,45
14,0,45
15,4,49
16,0,49
17,76,125
18,77,202
19,93,295
20,147,442
21,132,574
22,261,835
23,462,1297
24,688,1985
25,776,2761
26,1772,4533
27,1464,5997
28,1739,7736
29,1984,9720
30,2101,11821
31,2590,14411
32,2827,17238
33,3233,20471
34,3892,24363
35,3697,28060
36,3151,31211
37,3387,34598
38,2653,37251
39,2984,40235
40,2473,42708
41,2022,44730
42,15152,59882
43,4050,63932
44,2644,66576
45,2008,68584
46,2051,70635
47,1893,72528
48,1750,74278
49,397,74675
50,893,75568
51,825,76393
52,649,77042
53,220,77262
54,517,77779
55,411,78190
56,440,78630
57,329,78959
58,430,79389
59,579,79968
60,206,80174
61,128,80302
62,120,80422
63,143,80565
64,145,80710
65,103,80813
66,46,80859
67,45,80904
68,20,80924
69,31,80955
70,25,80980
71,11,80991
72,30,81021
73,27,81048
74,29,81077
75,40,81117
76,34,81151
77,86,81237
78,63,81300
79,116,81416
80,82,81498
81,103,81601
82,146,81747
83,101,81848
84,113,81961
85,117,82078
86,135,82213
87,128,82341
88,106,82447
89,98,82545
90,86,82631
91,93,82724
92,78,82802
93,73,82875
94,55,82930
95,75,83005
96,67,83072
97,85,83157
98,92,83249
99,56,83305
100,64,83369
101,113,83482
102,115,83597
103,99,83696
104,49,83745
105,52,83797
106,27,83824
107,356,84180
108,21,84201
109,36,84237
110,13,84250
111,37,84287
112,15,84302
113,9,84311
114,13,84324
115,14,84338
116,3,84341
117,6,84347
118,22,84369
119,4,84373
120,12,84385
121,3,84388
122,5,84393
123,7,84400
124,4,84404
125,2,84406
126,3,84409
127,6,84415
128,1,84416
129,14,84430
130,20,84450
131,1,84451
132,7,84458
133,6,84464
134,5,84469
135,9,84478
136,6,84484
137,10,84494
138,6,84500
139,5,84505
140,2,84507
141,13,84520
142,2,84522
143,3,84525
144,11,84536
145,7,84543
146,1,84544
147,3,84547
148,0,84547
149,18,84565
150,5,84570
151,18,84588
152,9,84597
153,5,84602
154,1,84603
155,11,84614
156,6,84620
157,9,84629
158,5,84634
159,1,84635
160,6,84641
161,11,84652
162,7,84659
163,12,84671
164,58,84729
165,49,84778
166,45,84823
167,44,84867
168,36,84903
169,37,84940
170,30,84970
171,27,84997
172,21,85018
173,52,85070
174,28,85098
175,21,85119
176,29,85148
177,24,85172
178,18,85190
179,14,85204
180,23,85227
181,5,85232
182,31,85263
183,15,85278
184,9,85287
185,19,85306
186,14,85320
187,25,85345
188,21,85366
189,33,85399
190,46,85445
191,42,85487
192,35,85522
193,46,85568
194,55,85623
195,54,85677
196,20,85697
197,78,85775
198,82,85857
199,80,85937
200,131,86068
201,84,86152
202,74,86226
203,135,86361
204,139,86500
205,160,86660
206,179,86839
207,189,87028
208,217,87245
209,212,87457
210,223,87680
211,276,87956
212,166,88122
213,180,88302
214,158,88460
215,114,88574
216,108,88682
217,122,88804
218,133,88937
219,120,89057
220,92,89149
221,121,89270
222,113,89383
223,61,89444
224,82,89526
225,99,89625
226,70,89695
227,66,89761
228,98,89859
229,67,89926
230,54,89980
231,33,90013
232,40,90053
233,50,90103
234,38,90141
235,41,90182
236,23,90205
237,34,90239
238,32,90271
239,30,90301
240,22,90323
241,28,90351
242,32,90383
243,19,90402
244,20,90422
245,20,90442
246,33,90475
247,23,90498
248,19,90517
249,34,90551
250,22,90573
251,9,90582
252,13,90595
253,28,90623
254,20,90643
255,23,90666
256,29,90695
257,23,90718
258,16,90734
259,19,90753
260,44,90797
261,17,90814
262,26,90840
263,36,90876
264,14,90890
265,18,90908
266,10,90918
267,15,90933
268,18,90951
269,15,90966
270,27,90993
271,25,91018
272,23,91041
273,20,91061
274,21,91082
275,19,91101
276,20,91121
277,25,91146
278,24,91170
279,18,91188
280,24,91212
281,40,91252
282,26,91278
283,27,91305
284,28,91333
285,26,91359
286,28,91387
287,11,91398
288,36,91434
289,25,91459
290,30,91489
291,17,91506
292,39,91545
293,19,91564
294,23,91587
295,33,91620
296,32,91652
297,22,91674
298,26,91700
299,24,91724
300,47,91771
301,50,91821
302,31,91852
303,41,91893
304,28,91921
305,34,91955
306,60,92015
307,30,92045
308,32,92077
309,44,92121
310,43,92164
311,31,92195
312,47,92242
313,29,92271
314,28,92299
315,37,92336
316,36,92372
317,32,92404
318,24,92428
319,24,92452
320,24,92476
321,14,92490
322,23,92513
323,31,92544
324,44,92588
325,60,92648
326,85,92733
327,96,92829
328,85,92914
329,111,93025
330,88,93113
331,112,93225
332,104,93329
333,136,93465
334,112,93577
335,91,93668
336,129,93797
337,108,93905
338,133,94038
339,122,94160
340,133,94293
341,90,94383
342,117,94500
343,118,94618
344,131,94749
345,100,94849
346,101,94950
347,114,95064
348,103,95167
349,112,95279
350,96,95375
351,116,95491
352,89,95580
353,136,95716
354,100,95816
355,100,95916
356,82,95998
357,76,96074
358,85,96159
359,81,96240
360,84,96324
361,93,96417
362,96,96513
363,79,96592
364,81,96673
365,89,96762
366,67,96829
367,65,96894
368,78,96972
369,89,97061
370,66,97127
371,90,97217
372,89,97306
373,81,97387
374,131,97518
375,134,97652
376,102,97754
377,179,97933
378,184,98117
379,173,98290
380,169,98459
381,166,98625
382,169,98794
383,232,99026
384,165,99191
385,223,99414
386,175,99589
387,178,99767
388,164,99931
389,205,100136
390,155,100291
391,140,100431
392,117,100548
393,93,100641
394,106,100747
395,130,100877
396,97,100974
397,65,101039
398,53,101092
399,51,101143
400,44,101187
401,54,101241
402,31,101272
403,44,101316
404,47,101363
405,45,101408
406,21,101429
407,34,101463
408,33,101496
409,19,101515
410,21,101536
411,25,101561
412,15,101576
413,28,101604
414,20,101624
415,22,101646
416,23,101669
417,31,101700
418,26,101726
419,24,101750
420,28,101778
421,24,101802
422,34,101836
423,42,101878
424,42,101920
425,25,101945
426,23,101968
427,27,101995
428,20,102015
429,21,102036
430,28,102064
431,37,102101
432,24,102125
433,27,102152
434,20,102172
435,31,102203
436,73,102276
437,57,102333
438,30,102363
439,48,102411
440,22,102433
441,17,102450
442,29,102479
443,23,102502
444,21,102523
445,16,102539
446,27,102566
447,23,102589
448,23,102612
449,23,102635
450,24,102659
451,21,102680
452,18,102698
453,17,102715
454,19,102734
455,28,102762
456,28,102790
457,48,102838
458,29,102867
459,41,102908
460,41,102949
461,21,102970
462,33,103003
463,31,103034
464,32,103066
465,17,103083
466,30,103113
467,23,103136
468,29,103165
469,20,103185
470,18,103203
471,34,103237
472,36,103273
473,42,103315
474,25,103340
475,31,103371
476,11,103382
477,37,103419
478,22,103441
479,23,103464
480,20,103484
481,19,103503
482,26,103529
483,33,103562
484,33,103595
485,27,103622
486,27,103649
487,18,103667
488,27,103694
489,19,103713
490,18,103731
491,28,103759
492,14,103773
493,22,103795
494,13,103808
495,33,103841
496,28,103869
497,32,103901
498,35,103936
499,49,103985
500,206,104191
